,Algorithm,Size,State,It,Value
753,GENETIC,10,WorstState,377,8
754,GENETIC,10,BestState,378,3
755,GENETIC,10,WorstState,378,9
756,GENETIC,10,BestState,379,3
757,GENETIC,10,WorstState,379,9
758,GENETIC,10,BestState,380,3
759,GENETIC,10,WorstState,380,9
760,GENETIC,10,BestState,381,3
761,GENETIC,10,WorstState,381,9
762,GENETIC,10,BestState,382,3
763,GENETIC,10,WorstState,382,9
764,GENETIC,10,BestState,383,3
765,GENETIC,10,WorstState,383,10
766,GENETIC,10,BestState,384,3
767,GENETIC,10,WorstState,384,9
768,GENETIC,10,BestState,385,3
769,GENETIC,10,WorstState,385,9
770,GENETIC,10,BestState,386,3
771,GENETIC,10,WorstState,386,10
772,GENETIC,10,BestState,387,3
773,GENETIC,10,WorstState,387,10
774,GENETIC,10,BestState,388,3
775,GENETIC,10,WorstState,388,9
776,GENETIC,10,BestState,389,3
777,GENETIC,10,WorstState,389,9
778,GENETIC,10,BestState,390,3
779,GENETIC,10,WorstState,390,10
780,GENETIC,10,BestState,391,3
781,GENETIC,10,WorstState,391,10
782,GENETIC,10,BestState,392,3
783,GENETIC,10,WorstState,392,9
784,GENETIC,10,BestState,393,3
785,GENETIC,10,WorstState,393,8
786,GENETIC,10,BestState,394,3
787,GENETIC,10,WorstState,394,9
788,GENETIC,10,BestState,395,3
789,GENETIC,10,WorstState,395,8
790,GENETIC,10,BestState,396,3
791,GENETIC,10,WorstState,396,9
792,GENETIC,10,BestState,397,3
793,GENETIC,10,WorstState,397,10
794,GENETIC,10,BestState,398,3
795,GENETIC,10,WorstState,398,10
796,GENETIC,10,BestState,399,3
797,GENETIC,10,WorstState,399,9
798,GENETIC,10,BestState,400,3
799,GENETIC,10,WorstState,400,10
800,GENETIC,10,BestState,401,3
801,GENETIC,10,WorstState,401,10
802,GENETIC,10,BestState,402,3
803,GENETIC,10,WorstState,402,9
804,GENETIC,10,BestState,403,3
805,GENETIC,10,WorstState,403,9
806,GENETIC,10,BestState,404,3
807,GENETIC,10,WorstState,404,7
808,GENETIC,10,BestState,405,3
809,GENETIC,10,WorstState,405,8
810,GENETIC,10,BestState,406,3
811,GENETIC,10,WorstState,406,10
812,GENETIC,10,BestState,407,3
813,GENETIC,10,WorstState,407,10
814,GENETIC,10,BestState,408,3
815,GENETIC,10,WorstState,408,10
816,GENETIC,10,BestState,409,3
817,GENETIC,10,WorstState,409,10
818,GENETIC,10,BestState,410,3
819,GENETIC,10,WorstState,410,10
820,GENETIC,10,BestState,411,3
821,GENETIC,10,WorstState,411,9
822,GENETIC,10,BestState,412,3
823,GENETIC,10,WorstState,412,10
824,GENETIC,10,BestState,413,3
825,GENETIC,10,WorstState,413,10
826,GENETIC,10,BestState,414,4
827,GENETIC,10,WorstState,414,10
828,GENETIC,10,BestState,415,4
829,GENETIC,10,WorstState,415,10
830,GENETIC,10,BestState,416,4
831,GENETIC,10,WorstState,416,9
832,GENETIC,10,BestState,417,4
833,GENETIC,10,WorstState,417,9
834,GENETIC,10,BestState,418,4
835,GENETIC,10,WorstState,418,10
836,GENETIC,10,BestState,419,4
837,GENETIC,10,WorstState,419,10
838,GENETIC,10,BestState,420,4
839,GENETIC,10,WorstState,420,10
840,GENETIC,10,BestState,421,4
841,GENETIC,10,WorstState,421,9
842,GENETIC,10,BestState,422,4
843,GENETIC,10,WorstState,422,9
844,GENETIC,10,BestState,423,4
845,GENETIC,10,WorstState,423,10
846,GENETIC,10,BestState,424,4
847,GENETIC,10,WorstState,424,10
848,GENETIC,10,BestState,425,4
849,GENETIC,10,WorstState,425,9
850,GENETIC,10,BestState,426,4
851,GENETIC,10,WorstState,426,10
852,GENETIC,10,BestState,427,4
853,GENETIC,10,WorstState,427,9
854,GENETIC,10,BestState,428,4
855,GENETIC,10,WorstState,428,10
856,GENETIC,10,BestState,429,4
857,GENETIC,10,WorstState,429,10
858,GENETIC,10,BestState,430,4
859,GENETIC,10,WorstState,430,10
860,GENETIC,10,BestState,431,4
861,GENETIC,10,WorstState,431,9
862,GENETIC,10,BestState,432,4
863,GENETIC,10,WorstState,432,10
864,GENETIC,10,BestState,433,4
865,GENETIC,10,WorstState,433,10
866,GENETIC,10,BestState,434,5
867,GENETIC,10,WorstState,434,9
868,GENETIC,10,BestState,435,5
869,GENETIC,10,WorstState,435,10
870,GENETIC,10,BestState,436,4
871,GENETIC,10,WorstState,436,10
872,GENETIC,10,BestState,437,4
873,GENETIC,10,WorstState,437,9
874,GENETIC,10,BestState,438,4
875,GENETIC,10,WorstState,438,9
876,GENETIC,10,BestState,439,5
877,GENETIC,10,WorstState,439,9
878,GENETIC,10,BestState,440,4
879,GENETIC,10,WorstState,440,9
880,GENETIC,10,BestState,441,4
881,GENETIC,10,WorstState,441,9
882,GENETIC,10,BestState,442,4
883,GENETIC,10,WorstState,442,9
884,GENETIC,10,BestState,443,4
885,GENETIC,10,WorstState,443,9
886,GENETIC,10,BestState,444,4
887,GENETIC,10,WorstState,444,10
888,GENETIC,10,BestState,445,3
889,GENETIC,10,WorstState,445,9
890,GENETIC,10,BestState,446,3
891,GENETIC,10,WorstState,446,9
892,GENETIC,10,BestState,447,3
893,GENETIC,10,WorstState,447,10
894,GENETIC,10,BestState,448,7
895,GENETIC,10,WorstState,448,10
896,GENETIC,10,BestState,449,7
897,GENETIC,10,WorstState,449,10
898,GENETIC,10,BestState,450,7
899,GENETIC,10,WorstState,450,9
900,GENETIC,10,BestState,451,7
901,GENETIC,10,WorstState,451,10
902,GENETIC,10,BestState,452,7
903,GENETIC,10,WorstState,452,10
904,GENETIC,10,BestState,453,7
905,GENETIC,10,WorstState,453,10
906,GENETIC,10,BestState,454,7
907,GENETIC,10,WorstState,454,9
908,GENETIC,10,BestState,455,7
909,GENETIC,10,WorstState,455,9
910,GENETIC,10,BestState,456,7
911,GENETIC,10,WorstState,456,10
912,GENETIC,10,BestState,457,7
913,GENETIC,10,WorstState,457,10
914,GENETIC,10,BestState,458,6
915,GENETIC,10,WorstState,458,10
916,GENETIC,10,BestState,459,7
917,GENETIC,10,WorstState,459,10
918,GENETIC,10,BestState,460,7
919,GENETIC,10,WorstState,460,10
920,GENETIC,10,BestState,461,7
921,GENETIC,10,WorstState,461,9
922,GENETIC,10,BestState,462,7
923,GENETIC,10,WorstState,462,10
924,GENETIC,10,BestState,463,7
925,GENETIC,10,WorstState,463,10
926,GENETIC,10,BestState,464,7
927,GENETIC,10,WorstState,464,10
928,GENETIC,10,BestState,465,7
929,GENETIC,10,WorstState,465,10
930,GENETIC,10,BestState,466,7
931,GENETIC,10,WorstState,466,10
932,GENETIC,10,BestState,467,7
933,GENETIC,10,WorstState,467,10
934,GENETIC,10,BestState,468,7
935,GENETIC,10,WorstState,468,10
936,GENETIC,10,BestState,469,7
937,GENETIC,10,WorstState,469,10
938,GENETIC,10,BestState,470,7
939,GENETIC,10,WorstState,470,10
940,GENETIC,10,BestState,471,6
941,GENETIC,10,WorstState,471,10
942,GENETIC,10,BestState,472,6
943,GENETIC,10,WorstState,472,9
944,GENETIC,10,BestState,473,4
945,GENETIC,10,WorstState,473,10
946,GENETIC,10,BestState,474,6
947,GENETIC,10,WorstState,474,9
948,GENETIC,10,BestState,475,5
949,GENETIC,10,WorstState,475,9
950,GENETIC,10,BestState,476,4
951,GENETIC,10,WorstState,476,8
952,GENETIC,10,BestState,477,4
953,GENETIC,10,WorstState,477,9
954,GENETIC,10,BestState,478,4
955,GENETIC,10,WorstState,478,10
956,GENETIC,10,BestState,479,4
957,GENETIC,10,WorstState,479,10
958,GENETIC,10,BestState,480,7
959,GENETIC,10,WorstState,480,10
960,GENETIC,10,BestState,481,5
961,GENETIC,10,WorstState,481,10
962,GENETIC,10,BestState,482,4
963,GENETIC,10,WorstState,482,9
964,GENETIC,10,BestState,483,4
965,GENETIC,10,WorstState,483,9
966,GENETIC,10,BestState,484,4
967,GENETIC,10,WorstState,484,10
968,GENETIC,10,BestState,485,6
969,GENETIC,10,WorstState,485,10
970,GENETIC,10,BestState,486,6
971,GENETIC,10,WorstState,486,10
972,GENETIC,10,BestState,487,4
973,GENETIC,10,WorstState,487,10
974,GENETIC,10,BestState,488,4
975,GENETIC,10,WorstState,488,10
976,GENETIC,10,BestState,489,7
977,GENETIC,10,WorstState,489,10
978,GENETIC,10,BestState,490,8
979,GENETIC,10,WorstState,490,9
980,GENETIC,10,BestState,491,8
981,GENETIC,10,WorstState,491,9
982,GENETIC,10,BestState,492,6
983,GENETIC,10,WorstState,492,10
984,GENETIC,10,BestState,493,6
985,GENETIC,10,WorstState,493,10
986,GENETIC,10,BestState,494,7
987,GENETIC,10,WorstState,494,10
988,GENETIC,10,BestState,495,7
989,GENETIC,10,WorstState,495,10
990,GENETIC,10,BestState,496,6
991,GENETIC,10,WorstState,496,10
992,GENETIC,10,BestState,497,7
993,GENETIC,10,WorstState,497,10
994,GENETIC,10,BestState,498,4
995,GENETIC,10,WorstState,498,9
996,GENETIC,10,BestState,499,4
997,GENETIC,10,WorstState,499,10
998,GENETIC,10,BestState,500,4
999,GENETIC,10,WorstState,500,10
1000,GENETIC,10,BestState,501,4
1001,GENETIC,10,WorstState,501,7
1002,GENETIC,10,BestState,502,4
1003,GENETIC,10,WorstState,502,9
1004,GENETIC,10,BestState,503,4
1005,GENETIC,10,WorstState,503,9
1006,GENETIC,10,BestState,504,4
1007,GENETIC,10,WorstState,504,10
1008,GENETIC,10,BestState,505,4
1009,GENETIC,10,WorstState,505,10
1010,GENETIC,10,BestState,506,4
1011,GENETIC,10,WorstState,506,10
1012,GENETIC,10,BestState,507,6
1013,GENETIC,10,WorstState,507,10
1014,GENETIC,10,BestState,508,5
1015,GENETIC,10,WorstState,508,8
1016,GENETIC,10,BestState,509,4
1017,GENETIC,10,WorstState,509,10
1018,GENETIC,10,BestState,510,6
1019,GENETIC,10,WorstState,510,9
1020,GENETIC,10,BestState,511,6
1021,GENETIC,10,WorstState,511,9
1022,GENETIC,10,BestState,512,6
1023,GENETIC,10,WorstState,512,9
1024,GENETIC,10,BestState,513,6
1025,GENETIC,10,WorstState,513,10
1026,GENETIC,10,BestState,514,6
1027,GENETIC,10,WorstState,514,9
1028,GENETIC,10,BestState,515,6
1029,GENETIC,10,WorstState,515,10
1030,GENETIC,10,BestState,516,5
1031,GENETIC,10,WorstState,516,10
1032,GENETIC,10,BestState,517,5
1033,GENETIC,10,WorstState,517,10
1034,GENETIC,10,BestState,518,6
1035,GENETIC,10,WorstState,518,9
1036,GENETIC,10,BestState,519,6
1037,GENETIC,10,WorstState,519,10
1038,GENETIC,10,BestState,520,5
1039,GENETIC,10,WorstState,520,10
1040,GENETIC,10,BestState,521,5
1041,GENETIC,10,WorstState,521,10
1042,GENETIC,10,BestState,522,5
1043,GENETIC,10,WorstState,522,10
1044,GENETIC,10,BestState,523,5
1045,GENETIC,10,WorstState,523,9
1046,GENETIC,10,BestState,524,5
1047,GENETIC,10,WorstState,524,10
1048,GENETIC,10,BestState,525,5
1049,GENETIC,10,WorstState,525,10
1050,GENETIC,10,BestState,526,5
1051,GENETIC,10,WorstState,526,8
1052,GENETIC,10,BestState,527,3
1053,GENETIC,10,WorstState,527,7
1054,GENETIC,10,BestState,528,3
1055,GENETIC,10,WorstState,528,9
1056,GENETIC,10,BestState,529,5
1057,GENETIC,10,WorstState,529,10
1058,GENETIC,10,BestState,530,5
1059,GENETIC,10,WorstState,530,10
1060,GENETIC,10,BestState,531,5
1061,GENETIC,10,WorstState,531,10
1062,GENETIC,10,BestState,532,5
1063,GENETIC,10,WorstState,532,10
1064,GENETIC,10,BestState,533,5
1065,GENETIC,10,WorstState,533,7
1066,GENETIC,10,BestState,534,5
1067,GENETIC,10,WorstState,534,10
1068,GENETIC,10,BestState,535,5
1069,GENETIC,10,WorstState,535,9
1070,GENETIC,10,BestState,536,5
1071,GENETIC,10,WorstState,536,9
1072,GENETIC,10,BestState,537,3
1073,GENETIC,10,WorstState,537,10
1074,GENETIC,10,BestState,538,3
1075,GENETIC,10,WorstState,538,10
1076,GENETIC,10,BestState,539,3
1077,GENETIC,10,WorstState,539,10
1078,GENETIC,10,BestState,540,3
1079,GENETIC,10,WorstState,540,9
1080,GENETIC,10,BestState,541,3
1081,GENETIC,10,WorstState,541,10
1082,GENETIC,10,BestState,542,3
1083,GENETIC,10,WorstState,542,10
1084,GENETIC,10,BestState,543,3
1085,GENETIC,10,WorstState,543,10
1086,GENETIC,10,BestState,544,3
1087,GENETIC,10,WorstState,544,9
1088,GENETIC,10,BestState,545,3
1089,GENETIC,10,WorstState,545,10
1090,GENETIC,10,BestState,546,3
1091,GENETIC,10,WorstState,546,9
1092,GENETIC,10,BestState,547,3
1093,GENETIC,10,WorstState,547,9
1094,GENETIC,10,BestState,548,3
1095,GENETIC,10,WorstState,548,10
1096,GENETIC,10,BestState,549,4
1097,GENETIC,10,WorstState,549,9
1098,GENETIC,10,BestState,550,3
1099,GENETIC,10,WorstState,550,10
1100,GENETIC,10,BestState,551,3
1101,GENETIC,10,WorstState,551,9
1102,GENETIC,10,BestState,552,3
1103,GENETIC,10,WorstState,552,9
1104,GENETIC,10,BestState,553,4
1105,GENETIC,10,WorstState,553,9
1106,GENETIC,10,BestState,554,5
1107,GENETIC,10,WorstState,554,10
1108,GENETIC,10,BestState,555,4
1109,GENETIC,10,WorstState,555,9
1110,GENETIC,10,BestState,556,5
1111,GENETIC,10,WorstState,556,10
1112,GENETIC,10,BestState,557,5
1113,GENETIC,10,WorstState,557,10
1114,GENETIC,10,BestState,558,6
1115,GENETIC,10,WorstState,558,10
1116,GENETIC,10,BestState,559,5
1117,GENETIC,10,WorstState,559,10
1118,GENETIC,10,BestState,560,5
1119,GENETIC,10,WorstState,560,9
1120,GENETIC,10,BestState,561,6
1121,GENETIC,10,WorstState,561,9
1122,GENETIC,10,BestState,562,6
1123,GENETIC,10,WorstState,562,10
1124,GENETIC,10,BestState,563,6
1125,GENETIC,10,WorstState,563,10
1126,GENETIC,10,BestState,564,6
1127,GENETIC,10,WorstState,564,10
1128,GENETIC,10,BestState,565,6
1129,GENETIC,10,WorstState,565,10
1130,GENETIC,10,BestState,566,6
1131,GENETIC,10,WorstState,566,10
1132,GENETIC,10,BestState,567,6
1133,GENETIC,10,WorstState,567,10
1134,GENETIC,10,BestState,568,7
1135,GENETIC,10,WorstState,568,10
1136,GENETIC,10,BestState,569,6
1137,GENETIC,10,WorstState,569,10
1138,GENETIC,10,BestState,570,6
1139,GENETIC,10,WorstState,570,10
1140,GENETIC,10,BestState,571,6
1141,GENETIC,10,WorstState,571,9
1142,GENETIC,10,BestState,572,7
1143,GENETIC,10,WorstState,572,9
1144,GENETIC,10,BestState,573,6
1145,GENETIC,10,WorstState,573,9
1146,GENETIC,10,BestState,574,3
1147,GENETIC,10,WorstState,574,10
1148,GENETIC,10,BestState,575,3
1149,GENETIC,10,WorstState,575,8
1150,GENETIC,10,BestState,576,3
1151,GENETIC,10,WorstState,576,10
1152,GENETIC,10,BestState,577,4
1153,GENETIC,10,WorstState,577,9
1154,GENETIC,10,BestState,578,5
1155,GENETIC,10,WorstState,578,10
1156,GENETIC,10,BestState,579,7
1157,GENETIC,10,WorstState,579,10
1158,GENETIC,10,BestState,580,7
1159,GENETIC,10,WorstState,580,10
1160,GENETIC,10,BestState,581,6
1161,GENETIC,10,WorstState,581,10
1162,GENETIC,10,BestState,582,7
1163,GENETIC,10,WorstState,582,10
1164,GENETIC,10,BestState,583,6
1165,GENETIC,10,WorstState,583,10
1166,GENETIC,10,BestState,584,6
1167,GENETIC,10,WorstState,584,10
1168,GENETIC,10,BestState,585,6
1169,GENETIC,10,WorstState,585,10
1170,GENETIC,10,BestState,586,7
1171,GENETIC,10,WorstState,586,10
1172,GENETIC,10,BestState,587,7
1173,GENETIC,10,WorstState,587,10
1174,GENETIC,10,BestState,588,7
1175,GENETIC,10,WorstState,588,10
1176,GENETIC,10,BestState,589,7
1177,GENETIC,10,WorstState,589,10
1178,GENETIC,10,BestState,590,6
1179,GENETIC,10,WorstState,590,9
1180,GENETIC,10,BestState,591,5
1181,GENETIC,10,WorstState,591,10
1182,GENETIC,10,BestState,592,5
1183,GENETIC,10,WorstState,592,10
1184,GENETIC,10,BestState,593,6
1185,GENETIC,10,WorstState,593,9
1186,GENETIC,10,BestState,594,7
1187,GENETIC,10,WorstState,594,10
1188,GENETIC,10,BestState,595,6
1189,GENETIC,10,WorstState,595,10
1190,GENETIC,10,BestState,596,6
1191,GENETIC,10,WorstState,596,10
1192,GENETIC,10,BestState,597,5
1193,GENETIC,10,WorstState,597,9
1194,GENETIC,10,BestState,598,5
1195,GENETIC,10,WorstState,598,10
1196,GENETIC,10,BestState,599,5
1197,GENETIC,10,WorstState,599,10
1198,GENETIC,10,BestState,600,5
1199,GENETIC,10,WorstState,600,10
1200,GENETIC,10,BestState,601,5
1201,GENETIC,10,WorstState,601,9
1202,GENETIC,10,BestState,602,5
1203,GENETIC,10,WorstState,602,10
1204,GENETIC,10,BestState,603,5
1205,GENETIC,10,WorstState,603,10
1206,GENETIC,10,BestState,604,5
1207,GENETIC,10,WorstState,604,10
1208,GENETIC,10,BestState,605,5
1209,GENETIC,10,WorstState,605,10
1210,GENETIC,10,BestState,606,5
1211,GENETIC,10,WorstState,606,10
1212,GENETIC,10,BestState,607,5
1213,GENETIC,10,WorstState,607,9
1214,GENETIC,10,BestState,608,5
1215,GENETIC,10,WorstState,608,10
1216,GENETIC,10,BestState,609,5
1217,GENETIC,10,WorstState,609,8
1218,GENETIC,10,BestState,610,5
1219,GENETIC,10,WorstState,610,8
1220,GENETIC,10,BestState,611,5
1221,GENETIC,10,WorstState,611,9
1222,GENETIC,10,BestState,612,5
1223,GENETIC,10,WorstState,612,10
1224,GENETIC,10,BestState,613,5
1225,GENETIC,10,WorstState,613,10
1226,GENETIC,10,BestState,614,5
1227,GENETIC,10,WorstState,614,10
1228,GENETIC,10,BestState,615,5
1229,GENETIC,10,WorstState,615,10
1230,GENETIC,10,BestState,616,5
1231,GENETIC,10,WorstState,616,10
1232,GENETIC,10,BestState,617,6
1233,GENETIC,10,WorstState,617,10
1234,GENETIC,10,BestState,618,6
1235,GENETIC,10,WorstState,618,10
1236,GENETIC,10,BestState,619,5
1237,GENETIC,10,WorstState,619,9
1238,GENETIC,10,BestState,620,5
1239,GENETIC,10,WorstState,620,10
1240,GENETIC,10,BestState,621,7
1241,GENETIC,10,WorstState,621,10
1242,GENETIC,10,BestState,622,6
1243,GENETIC,10,WorstState,622,10
1244,GENETIC,10,BestState,623,5
1245,GENETIC,10,WorstState,623,10
1246,GENETIC,10,BestState,624,4
1247,GENETIC,10,WorstState,624,10
1248,GENETIC,10,BestState,625,3
1249,GENETIC,10,WorstState,625,9
1250,GENETIC,10,BestState,626,2
1251,GENETIC,10,WorstState,626,9
1252,GENETIC,10,BestState,627,2
1253,GENETIC,10,WorstState,627,9
1254,GENETIC,10,BestState,628,2
1255,GENETIC,10,WorstState,628,9
1256,GENETIC,10,BestState,629,2
1257,GENETIC,10,WorstState,629,10
1258,GENETIC,10,BestState,630,2
1259,GENETIC,10,WorstState,630,10
1260,GENETIC,10,BestState,631,2
1261,GENETIC,10,WorstState,631,9
1262,GENETIC,10,BestState,632,2
1263,GENETIC,10,WorstState,632,9
1264,GENETIC,10,BestState,633,2
1265,GENETIC,10,WorstState,633,10
1266,GENETIC,10,BestState,634,2
1267,GENETIC,10,WorstState,634,9
1268,GENETIC,10,BestState,635,2
1269,GENETIC,10,WorstState,635,9
1270,GENETIC,10,BestState,636,2
1271,GENETIC,10,WorstState,636,9
1272,GENETIC,10,BestState,637,2
1273,GENETIC,10,WorstState,637,9
1274,GENETIC,10,BestState,638,2
1275,GENETIC,10,WorstState,638,9
1276,GENETIC,10,BestState,639,2
1277,GENETIC,10,WorstState,639,8
1278,GENETIC,10,BestState,640,2
1279,GENETIC,10,WorstState,640,9
1280,GENETIC,10,BestState,641,2
1281,GENETIC,10,WorstState,641,10
1282,GENETIC,10,BestState,642,2
1283,GENETIC,10,WorstState,642,10
1284,GENETIC,10,BestState,643,2
1285,GENETIC,10,WorstState,643,10
1286,GENETIC,10,BestState,644,2
1287,GENETIC,10,WorstState,644,9
1288,GENETIC,10,BestState,645,2
1289,GENETIC,10,WorstState,645,9
1290,GENETIC,10,BestState,646,2
1291,GENETIC,10,WorstState,646,9
1292,GENETIC,10,BestState,647,2
1293,GENETIC,10,WorstState,647,10
1294,GENETIC,10,BestState,648,2
1295,GENETIC,10,WorstState,648,9
1296,GENETIC,10,BestState,649,2
1297,GENETIC,10,WorstState,649,10
1298,GENETIC,10,BestState,650,2
1299,GENETIC,10,WorstState,650,10
1300,GENETIC,10,BestState,651,2
1301,GENETIC,10,WorstState,651,10
1302,GENETIC,10,BestState,652,2
1303,GENETIC,10,WorstState,652,9
1304,GENETIC,10,BestState,653,2
1305,GENETIC,10,WorstState,653,10
1306,GENETIC,10,BestState,654,2
1307,GENETIC,10,WorstState,654,9
1308,GENETIC,10,BestState,655,2
1309,GENETIC,10,WorstState,655,9
1310,GENETIC,10,BestState,656,2
1311,GENETIC,10,WorstState,656,9
1312,GENETIC,10,BestState,657,2
1313,GENETIC,10,WorstState,657,9
1314,GENETIC,10,BestState,658,2
1315,GENETIC,10,WorstState,658,10
1316,GENETIC,10,BestState,659,2
1317,GENETIC,10,WorstState,659,9
1318,GENETIC,10,BestState,660,2
1319,GENETIC,10,WorstState,660,9
1320,GENETIC,10,BestState,661,2
1321,GENETIC,10,WorstState,661,8
1322,GENETIC,10,BestState,662,2
1323,GENETIC,10,WorstState,662,10
1324,GENETIC,10,BestState,663,2
1325,GENETIC,10,WorstState,663,9
1326,GENETIC,10,BestState,664,2
1327,GENETIC,10,WorstState,664,9
1328,GENETIC,10,BestState,665,2
1329,GENETIC,10,WorstState,665,10
1330,GENETIC,10,BestState,666,2
1331,GENETIC,10,WorstState,666,9
1332,GENETIC,10,BestState,667,2
1333,GENETIC,10,WorstState,667,8
1334,GENETIC,10,BestState,668,2
1335,GENETIC,10,WorstState,668,9
1336,GENETIC,10,BestState,669,2
1337,GENETIC,10,WorstState,669,9
1338,GENETIC,10,BestState,670,2
1339,GENETIC,10,WorstState,670,9
1340,GENETIC,10,BestState,671,2
1341,GENETIC,10,WorstState,671,9
1342,GENETIC,10,BestState,672,2
1343,GENETIC,10,WorstState,672,9
1344,GENETIC,10,BestState,673,2
1345,GENETIC,10,WorstState,673,10
1346,GENETIC,10,BestState,674,2
1347,GENETIC,10,WorstState,674,9
1348,GENETIC,10,BestState,675,2
1349,GENETIC,10,WorstState,675,9
1350,GENETIC,10,BestState,676,2
1351,GENETIC,10,WorstState,676,10
1352,GENETIC,10,BestState,677,2
1353,GENETIC,10,WorstState,677,10
1354,GENETIC,10,BestState,678,2
1355,GENETIC,10,WorstState,678,9
1356,GENETIC,10,BestState,679,2
1357,GENETIC,10,WorstState,679,10
1358,GENETIC,10,BestState,680,2
1359,GENETIC,10,WorstState,680,10
1360,GENETIC,10,BestState,681,2
1361,GENETIC,10,WorstState,681,9
1362,GENETIC,10,BestState,682,2
1363,GENETIC,10,WorstState,682,9
1364,GENETIC,10,BestState,683,2
1365,GENETIC,10,WorstState,683,9
1366,GENETIC,10,BestState,684,2
1367,GENETIC,10,WorstState,684,9
1368,GENETIC,10,BestState,685,2
1369,GENETIC,10,WorstState,685,10
1370,GENETIC,10,BestState,686,2
1371,GENETIC,10,WorstState,686,9
1372,GENETIC,10,BestState,687,2
1373,GENETIC,10,WorstState,687,10
1374,GENETIC,10,BestState,688,2
1375,GENETIC,10,WorstState,688,9
1376,GENETIC,10,BestState,689,2
1377,GENETIC,10,WorstState,689,9
1378,GENETIC,10,BestState,690,2
1379,GENETIC,10,WorstState,690,10
1380,GENETIC,10,BestState,691,2
1381,GENETIC,10,WorstState,691,9
1382,GENETIC,10,BestState,692,2
1383,GENETIC,10,WorstState,692,9
1384,GENETIC,10,BestState,693,2
1385,GENETIC,10,WorstState,693,9
1386,GENETIC,10,BestState,694,2
1387,GENETIC,10,WorstState,694,10
1388,GENETIC,10,BestState,695,2
1389,GENETIC,10,WorstState,695,8
1390,GENETIC,10,BestState,696,2
1391,GENETIC,10,WorstState,696,10
1392,GENETIC,10,BestState,697,2
1393,GENETIC,10,WorstState,697,9
1394,GENETIC,10,BestState,698,2
1395,GENETIC,10,WorstState,698,9
1396,GENETIC,10,BestState,699,2
1397,GENETIC,10,WorstState,699,9
1398,GENETIC,10,BestState,700,2
1399,GENETIC,10,WorstState,700,9
1400,GENETIC,10,BestState,701,2
1401,GENETIC,10,WorstState,701,10
1402,GENETIC,10,BestState,702,2
1403,GENETIC,10,WorstState,702,10
1404,GENETIC,10,BestState,703,2
1405,GENETIC,10,WorstState,703,10
1406,GENETIC,10,BestState,704,2
1407,GENETIC,10,WorstState,704,10
1408,GENETIC,10,BestState,705,2
1409,GENETIC,10,WorstState,705,8
1410,GENETIC,10,BestState,706,2
1411,GENETIC,10,WorstState,706,10
1412,GENETIC,10,BestState,707,2
1413,GENETIC,10,WorstState,707,9
1414,GENETIC,10,BestState,708,2
1415,GENETIC,10,WorstState,708,10
1416,GENETIC,10,BestState,709,2
1417,GENETIC,10,WorstState,709,9
1418,GENETIC,10,BestState,710,2
1419,GENETIC,10,WorstState,710,9
1420,GENETIC,10,BestState,711,2
1421,GENETIC,10,WorstState,711,9
1422,GENETIC,10,BestState,712,2
1423,GENETIC,10,WorstState,712,10
1424,GENETIC,10,BestState,713,2
1425,GENETIC,10,WorstState,713,9
1426,GENETIC,10,BestState,714,2
1427,GENETIC,10,WorstState,714,10
1428,GENETIC,10,BestState,715,2
1429,GENETIC,10,WorstState,715,9
1430,GENETIC,10,BestState,716,2
1431,GENETIC,10,WorstState,716,9
1432,GENETIC,10,BestState,717,2
1433,GENETIC,10,WorstState,717,8
1434,GENETIC,10,BestState,718,2
1435,GENETIC,10,WorstState,718,10
1436,GENETIC,10,BestState,719,2
1437,GENETIC,10,WorstState,719,9
1438,GENETIC,10,BestState,720,2
1439,GENETIC,10,WorstState,720,9
1440,GENETIC,10,BestState,721,2
1441,GENETIC,10,WorstState,721,10
1442,GENETIC,10,BestState,722,2
1443,GENETIC,10,WorstState,722,10
1444,GENETIC,10,BestState,723,2
1445,GENETIC,10,WorstState,723,10
1446,GENETIC,10,BestState,724,2
1447,GENETIC,10,WorstState,724,10
1448,GENETIC,10,BestState,725,2
1449,GENETIC,10,WorstState,725,10
1450,GENETIC,10,BestState,726,2
1451,GENETIC,10,WorstState,726,9
1452,GENETIC,10,BestState,727,2
1453,GENETIC,10,WorstState,727,9
1454,GENETIC,10,BestState,728,2
1455,GENETIC,10,WorstState,728,10
1456,GENETIC,10,BestState,729,4
1457,GENETIC,10,WorstState,729,10
1458,GENETIC,10,BestState,730,2
1459,GENETIC,10,WorstState,730,10
1460,GENETIC,10,BestState,731,2
1461,GENETIC,10,WorstState,731,10
1462,GENETIC,10,BestState,732,2
1463,GENETIC,10,WorstState,732,9
1464,GENETIC,10,BestState,733,2
1465,GENETIC,10,WorstState,733,9
1466,GENETIC,10,BestState,734,2
1467,GENETIC,10,WorstState,734,9
1468,GENETIC,10,BestState,735,2
1469,GENETIC,10,WorstState,735,8
1470,GENETIC,10,BestState,736,2
1471,GENETIC,10,WorstState,736,8
1472,GENETIC,10,BestState,737,2
1473,GENETIC,10,WorstState,737,9
1474,GENETIC,10,BestState,738,2
1475,GENETIC,10,WorstState,738,9
1476,GENETIC,10,BestState,739,2
1477,GENETIC,10,WorstState,739,9
1478,GENETIC,10,BestState,740,2
1479,GENETIC,10,WorstState,740,10
1480,GENETIC,10,BestState,741,2
1481,GENETIC,10,WorstState,741,10
